"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:19 PM","ilse","u0","female","empty","nophys","fluency","nophysspec","verbalfluencytest",TRUE,240,3,NA,3,-2080.764,4167.527,4177.969,4168.46,4167.62869491525,"u0_female_empty_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.285,2.218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.285","2.218",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/17/2015","10:52 AM","ilse","u0","female","empty","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,240,3,NA,3,-1558.107,3122.214,3132.656,3123.147,3122.31569491525,"u0_female_empty_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.388,0.308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.388","0.308",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:44 PM","ilse","u0","female","empty","nophys","reasoning","nophysspec","lpsspatialability",TRUE,240,3,NA,3,-1893.439,3792.877,3803.319,3793.81,3792.97869491525,"u0_female_empty_nophys_reasoning_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.701,1.304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.701","1.304",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","03/04/2015","11:05 AM","ilse","u0","female","empty","nophys","reasoning","nophysspec","waisblockdesign",TRUE,240,3,NA,3,-2016.616,4039.232,4049.674,4040.165,4039.33369491525,"u0_female_empty_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.211,1.618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.211","1.618",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","04/13/2015","11:40 AM","ilse","u0","female","empty","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,240,3,NA,3,-1628.64,3263.28,3273.722,3264.213,3263.38169491525,"u0_female_empty_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.053,0.664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.053","0.664",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","03/04/2015"," 1:38 PM","ilse","u0","female","empty","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,240,3,NA,3,-2112.93,4231.861,4242.303,4232.794,4231.96269491525,"u0_female_empty_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.563,1.948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.563","1.948",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:20 PM","ilse","u0","male","empty","nophys","fluency","nophysspec","verbalfluencytest",TRUE,259,3,NA,3,-2202.61,4411.22,4421.89,4412.379,4411.31411764706,"u0_male_empty_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.679,1.913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.679","1.913",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/17/2015","10:53 AM","ilse","u0","male","empty","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,260,3,NA,3,-1609.046,3224.091,3234.773,3225.262,3224.18475,"u0_male_empty_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055,0.317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.055","0.317",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:44 PM","ilse","u0","male","empty","nophys","reasoning","nophysspec","lpsspacialability",TRUE,260,3,NA,3,-1976.512,3959.023,3969.705,3960.194,3959.11675,"u0_male_empty_nophys_reasoning_nophysspec_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.404,1.617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.404","1.617",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","03/04/2015","11:06 AM","ilse","u0","male","empty","nophys","reasoning","nophysspec","waisblockdesign",TRUE,259,3,NA,3,-2182.139,4370.278,4380.949,4371.438,4370.37211764706,"u0_male_empty_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.254,1.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.254","1.93",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","04/13/2015","11:42 AM","ilse","u0","male","empty","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,260,3,NA,3,-1629.011,3264.023,3274.705,3265.194,3264.11675,"u0_male_empty_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.707,0.516,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.707","0.516",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","03/04/2015"," 1:38 PM","ilse","u0","male","empty","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,259,3,NA,3,-2282.218,4570.436,4581.106,4571.595,4570.53011764706,"u0_male_empty_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.354,2.495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.354","2.495",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:22 PM","ilse","u1","female","a","nophys","fluency","nophysspec","verbalfluencytest",TRUE,228,3,NA,8,-1991.952,3999.904,4027.339,4001.985,4000.56153424658,"u1_female_a_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,50.788,6.717,0,0.032,0.068,0.632,NA,NA,NA,26.187,2.407,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.187","2.407",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.619,4.8,0,-0.112,0.414,0.787
"Mplus VERSION 7.11","0.1","03/04/2015"," 1:52 PM","ilse","u1","female","a","nophys","reasoning","nophysspec","waisblockdesign",TRUE,228,3,NA,8,-1896.645,3809.291,3836.726,3811.371,3809.94853424658,"u1_female_a_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,50.852,6.397,0,0.089,0.043,0.037,NA,NA,NA,14.765,1.64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.765","1.64",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.509,4.463,0,-0.167,0.365,0.647
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:22 PM","ilse","u1","female","a","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,228,3,NA,8,-1559.004,3134.007,3161.442,3136.087,3134.66453424658,"u1_female_a_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,8.767,1.644,0,0.018,0.015,0.209,NA,NA,NA,6.482,0.611,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.482","0.611",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,2.01,0,0.45,0.212,0.033
"Mplus VERSION 7.11","0.1","04/13/2015","11:11 AM","ilse","u1","female","a","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,228,3,NA,8,-1968.06,3952.12,3979.555,3954.2,3952.77753424658,"u1_female_a_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,111.768,12.734,0,0.066,0.042,0.113,NA,NA,NA,14.219,1.076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.219","1.076",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.789,6.311,0,-0.017,0.337,0.961
"Mplus VERSION 7.11","0.1","06/17/2015","11:15 AM","ilse","u1","female","aeh","nophys","fluency","nophysspec","lpsspatialability",TRUE,226,3,NA,16,-1769.574,3571.149,3625.878,3575.17,3573.7518708134,"u1_female_aeh_nophys_fluency_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,29.968,4.204,0,0.01,0.026,0.701,NA,NA,NA,11.666,0.912,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.666","0.912",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.018,3.812,0.004,0.108,0.279,0.698
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:32 PM","ilse","u1","female","aeh","nophys","fluency","nophysspec","verbalfluencytest",TRUE,226,3,NA,16,-1965.199,3962.398,4017.127,3966.419,3965.0008708134,"u1_female_aeh_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,44.945,6.261,0,0.025,0.07,0.718,NA,NA,NA,26.083,2.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.083","2.38",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.201,4.72,0,-0.127,0.447,0.776
"Mplus VERSION 7.11","0.1","06/17/2015","11:04 AM","ilse","u1","female","aeh","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,226,3,NA,16,-1453.104,2938.208,2992.937,2942.229,2940.8108708134,"u1_female_aeh_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,15.298,1.794,0,0.011,0.008,0.155,NA,NA,NA,2.993,0.352,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.993","0.352",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.483,2.107,0,0.362,0.188,0.055
"Mplus VERSION 7.11","0.1","03/04/2015","11:07 AM","ilse","u1","female","aeh","nophys","reasoning","nophysspec","waisblockdesign",TRUE,226,3,NA,16,-1869.972,3771.944,3826.673,3775.965,3774.5468708134,"u1_female_aeh_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,44.597,5.778,0,0.079,0.041,0.056,NA,NA,NA,14.575,1.632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.575","1.632",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.012,4.757,0,0.004,0.411,0.993
"Mplus VERSION 7.11","0.1","04/13/2015","11:52 AM","ilse","u1","female","aeh","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,226,3,NA,16,-1536.519,3105.039,3159.767,3109.059,3107.6418708134,"u1_female_aeh_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,7.786,1.529,0,0.013,0.015,0.389,NA,NA,NA,6.489,0.632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.489","0.632",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.026,1.994,0,0.429,0.236,0.069
"Mplus VERSION 7.11","0.1","04/13/2015","11:23 AM","ilse","u1","female","aeh","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,226,3,NA,16,-2219.207,4470.415,4525.144,4474.436,4473.0178708134,"u1_female_aeh_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,14.067,13.65,0.303,0.082,0.326,0.802,NA,NA,NA,100.629,13.039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.629","13.039",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.35,8.5,0.006,1.719,1.388,0.215
"Mplus VERSION 7.11","0.1","06/17/2015","11:18 AM","ilse","u1","female","aehplus","nophys","fluency","nophysspec","lpsspatialability",TRUE,225,3,NA,22,-1755.854,3555.708,3630.862,3561.139,3560.7179009901,"u1_female_aehplus_nophys_fluency_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,30.097,4.279,0,0.016,0.028,0.566,NA,NA,NA,11.261,0.863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.261","0.863",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.662,3.861,0.003,0.143,0.296,0.63
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:34 PM","ilse","u1","female","aehplus","nophys","fluency","nophysspec","verbalfluencytest",TRUE,225,3,NA,22,-1949.176,3942.352,4017.506,3947.784,3947.3619009901,"u1_female_aehplus_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,43.184,6.651,0,0.023,0.071,0.745,NA,NA,NA,25.883,2.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.883","2.375",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.135,5.038,0,-0.112,0.48,0.816
"Mplus VERSION 7.11","0.1","06/17/2015","11:00 AM","ilse","u1","female","aehplus","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,225,3,NA,22,-1444.695,2933.39,3008.545,2938.822,2938.3999009901,"u1_female_aehplus_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,15.248,1.835,0,0.01,0.008,0.217,NA,NA,NA,3.012,0.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.012","0.357",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.731,2.182,0,0.323,0.186,0.083
"Mplus VERSION 7.11","0.1","03/04/2015"," 1:41 PM","ilse","u1","female","aehplus","nophys","reasoning","nophysspec","waisblockdesign",TRUE,225,3,NA,22,-1854.473,3752.945,3828.099,3758.377,3757.9549009901,"u1_female_aehplus_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,43.153,6.015,0,0.077,0.042,0.066,NA,NA,NA,14.383,1.631,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.383","1.631",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.595,4.775,0,0.077,0.447,0.863
"Mplus VERSION 7.11","0.1","04/13/2015","11:55 AM","ilse","u1","female","aehplus","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,225,3,NA,22,-1526.804,3097.607,3172.761,3103.039,3102.6169009901,"u1_female_aehplus_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,7.471,1.5,0,0.012,0.015,0.439,NA,NA,NA,6.519,0.645,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.519","0.645",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.36,2.122,0,0.379,0.265,0.153
"Mplus VERSION 7.11","0.1","04/13/2015","11:27 AM","ilse","u1","female","aehplus","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,225,3,NA,22,-1923.892,3891.785,3966.939,3897.217,3896.7949009901,"u1_female_aehplus_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,94.012,10.896,0,0.057,0.045,0.198,NA,NA,NA,14.266,1.105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.266","1.105",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.767,6.16,0,0.09,0.412,0.827
"Mplus VERSION 7.11","0.1","06/17/2015","11:14 AM","ilse","u1","female","age","nophys","fluency","nophysspec","lpsspatialability",TRUE,228,3,NA,8,-1795.533,3607.066,3634.501,3609.147,3607.72353424658,"u1_female_age_nophys_fluency_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,32.948,4.506,0,0.022,0.027,0.416,NA,NA,NA,11.639,0.877,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.639","0.877",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.36,3.497,0.001,0.093,0.286,0.745
"Mplus VERSION 7.11","0.1","06/17/2015","10:55 AM","ilse","u1","female","age","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,228,3,NA,8,-1484.325,2984.65,3012.085,2986.73,2985.30753424658,"u1_female_age_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,18.479,2.36,0,0.013,0.008,0.082,NA,NA,NA,2.975,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.975","0.347",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.013,2.274,0,0.381,0.148,0.01
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:23 PM","ilse","u1","male","a","nophys","fluency","nophysspec","verbalfluencytest",TRUE,252,3,NA,8,-2141.481,4298.962,4327.198,4301.837,4299.55459259259,"u1_male_a_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,55.706,8.324,0,0.027,0.068,0.687,NA,NA,NA,23.179,2.336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.179","2.336",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.766,4.551,0,-0.066,0.4,0.869
"Mplus VERSION 7.11","0.1","03/04/2015"," 1:53 PM","ilse","u1","male","a","nophys","reasoning","nophysspec","waisblockdesign",TRUE,253,3,NA,8,-2096.511,4209.022,4237.289,4211.928,4209.61216393443,"u1_male_a_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,51.703,7.143,0,0.032,0.04,0.429,NA,NA,NA,18.829,1.707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.829","1.707",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.272,3.787,0,-0.728,0.357,0.041
"Mplus VERSION 7.11","0.1","04/13/2015","11:50 AM","ilse","u1","male","a","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,253,3,NA,8,-1580.191,3176.382,3204.65,3179.288,3176.97216393443,"u1_male_a_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,8.594,1.134,0,0.024,0.01,0.012,NA,NA,NA,3.861,0.332,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.861","0.332",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.893,1.726,0,-0.017,0.2,0.933
"Mplus VERSION 7.11","0.1","04/13/2015","11:20 AM","ilse","u1","male","a","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,253,3,NA,8,-2174.07,4364.14,4392.407,4367.046,4364.73016393443,"u1_male_a_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,109.658,11.723,0,0.18,0.05,0,NA,NA,NA,15.482,1.299,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.482","1.299",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.47,5.407,0,-0.024,0.439,0.956
