"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.11","0.1","06/17/2015","11:16 AM","ilse","u1","male","aeh","nophys","fluency","nophysspec","lpsspatialability",TRUE,253,3,NA,16,-1886.033,3804.067,3860.601,3809.878,3806.37208474576,"u1_male_aeh_nophys_fluency_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,28.002,3.532,0,0.099,0.02,0,NA,NA,NA,8.01,0.626,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.01","0.626",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.487,3.067,0,-0.679,0.335,0.043
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:33 PM","ilse","u1","male","aeh","nophys","fluency","nophysspec","verbalfluencytest",TRUE,252,3,NA,16,-2119.26,4270.52,4326.991,4276.269,4272.83489361702,"u1_male_aeh_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,46.564,7.289,0,0.023,0.07,0.743,NA,NA,NA,22.857,2.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.857","2.282",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91,4.57,0,-0.384,0.451,0.395
"Mplus VERSION 7.11","0.1","06/17/2015","10:58 AM","ilse","u1","male","aeh","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,253,3,NA,16,-1540.099,3112.197,3168.732,3118.009,3114.50208474576,"u1_male_aeh_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,11.03,1.328,0,0,0.007,0.953,NA,NA,NA,3.048,0.241,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.048","0.241",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.901,1.888,0,0.011,0.167,0.947
"Mplus VERSION 7.11","0.1","03/04/2015","11:08 AM","ilse","u1","male","aeh","nophys","reasoning","nophysspec","waisblockdesign",TRUE,253,3,NA,16,-2076.323,4184.647,4241.181,4190.458,4186.95208474576,"u1_male_aeh_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,42.59,5.928,0,0.023,0.041,0.579,NA,NA,NA,18.808,1.702,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.808","1.702",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.254,3.749,0,-0.854,0.382,0.025
"Mplus VERSION 7.11","0.1","04/13/2015","11:53 AM","ilse","u1","male","aeh","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,253,3,NA,16,-1567.651,3167.301,3223.836,3173.113,3169.60608474576,"u1_male_aeh_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,7.625,1.005,0,0.023,0.01,0.021,NA,NA,NA,3.866,0.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.866","0.375",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.006,1.727,0,0.005,0.229,0.984
"Mplus VERSION 7.11","0.1","04/13/2015","11:25 AM","ilse","u1","male","aeh","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,253,3,NA,16,-2352.253,4736.506,4793.04,4742.317,4738.81108474576,"u1_male_aeh_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,19.809,10.327,0.055,0.142,0.281,0.612,NA,NA,NA,72.671,7.942,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.671","7.942",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.698,5.041,0,1.776,0.972,0.068
"Mplus VERSION 7.11","0.1","06/17/2015","11:19 AM","ilse","u1","male","aehplus","nophys","fluency","nophysspec","lpsspatialability",TRUE,252,3,NA,22,-1877.999,3799.998,3877.646,3807.902,3804.4172139738,"u1_male_aehplus_nophys_fluency_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,27.652,3.503,0,0.095,0.021,0,NA,NA,NA,8.022,0.641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.022","0.641",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.559,3.176,0,-0.752,0.341,0.027
"Mplus VERSION 7.11","0.1","04/13/2015"," 1:35 PM","ilse","u1","male","aehplus","nophys","fluency","nophysspec","verbalfluencytest",TRUE,251,3,NA,22,-2111.554,4267.108,4344.668,4274.925,4271.54659649123,"u1_male_aehplus_nophys_fluency_nophysspec_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,46.553,7.457,0,0.022,0.072,0.762,NA,NA,NA,22.816,2.302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.816","2.302",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.45,4.703,0,-0.346,0.466,0.457
"Mplus VERSION 7.11","0.1","06/17/2015","11:01 AM","ilse","u1","male","aehplus","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,252,3,NA,22,-1533.08,3110.161,3187.808,3118.065,3114.5802139738,"u1_male_aehplus_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,11.105,1.378,0,0.004,0.007,0.611,NA,NA,NA,2.93,0.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.93","0.23",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.676,1.916,0,-0.013,0.177,0.943
"Mplus VERSION 7.11","0.1","03/04/2015"," 1:43 PM","ilse","u1","male","aehplus","nophys","reasoning","nophysspec","waisblockdesign",TRUE,252,3,NA,24,-2058.724,4165.447,4250.154,4174.07,4170.73334361233,"u1_male_aehplus_nophys_reasoning_nophysspec_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,39.942,5.711,0,0.023,0.045,0.616,NA,NA,NA,18.471,1.693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.471","1.693",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.001,3.941,0,-0.86,0.409,0.035
"Mplus VERSION 7.11","0.1","04/13/2015","11:56 AM","ilse","u1","male","aehplus","nophys","reasoning","nophysspec","waispicturecompletion",TRUE,252,3,NA,22,-1560.629,3165.259,3242.906,3173.163,3169.6782139738,"u1_male_aehplus_nophys_reasoning_nophysspec_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,7.589,1.048,0,0.022,0.01,0.033,NA,NA,NA,3.859,0.387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.859","0.387",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.902,1.854,0,0.041,0.232,0.861
"Mplus VERSION 7.11","0.1","04/13/2015","11:30 AM","ilse","u1","male","aehplus","nophys","speed","nophysspec","digitsymbolsubstitutiontest",TRUE,252,3,NA,22,-2145.069,4334.138,4411.786,4342.043,4338.5572139738,"u1_male_aehplus_nophys_speed_nophysspec_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,92.684,10.606,0,0.16,0.052,0.002,NA,NA,NA,15.501,1.319,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.501","1.319",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.001,5.737,0,-0.356,0.485,0.463
"Mplus VERSION 7.11","0.1","06/17/2015","11:13 AM","ilse","u1","male","age","nophys","fluency","nophysspec","lpsspatialability",TRUE,253,3,NA,8,-1900.426,3816.853,3845.12,3819.758,3817.44316393443,"u1_male_age_nophys_fluency_nophysspec_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,31.282,3.996,0,0.102,0.02,0,NA,NA,NA,7.999,0.618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.999","0.618",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.784,2.941,0,-0.665,0.306,0.03
"Mplus VERSION 7.11","0.1","06/17/2015","10:54 AM","ilse","u1","male","age","nophys","fluency","nophysspec","waisgeneralknowledge",TRUE,253,3,NA,8,-1571.265,3158.529,3186.796,3161.435,3159.11916393443,"u1_male_age_nophys_fluency_nophysspec_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,14.321,1.962,0,0.001,0.006,0.885,NA,NA,NA,3.042,0.234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.042","0.234",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.993,2.087,0,0.044,0.161,0.786
"Mplus VERSION 7.11","0.1","03/02/2015"," 8:25 PM","ilse","b1","female","a","muscle","fluency","grip","verbalfluencytest",TRUE,228,3,NA,23,-4092.287,8230.575,8309.45,8236.555,8235.98676470588,"b1_female_a_muscle_fluency_grip_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",206.495,43.162,0,1.271,1.084,0.241,50.903,6.931,0,0.037,0.072,0.61,NA,NA,NA,26.029,2.568,0,575.983,93.54,0,NA,NA,NA,2.448,12.785,0.848,0.097,0.179,0.59,NA,NA,NA,"26.029","2.568",0,5.504,5.218,0.291,59.476,10.341,0,-2.902,1.732,0.094,25.635,5.021,0,-0.124,0.428,0.772
"Mplus VERSION 7.11","0.1","03/02/2015"," 8:15 PM","ilse","b1","female","a","muscle","knowledge","grip","waisgeneralknowledge",TRUE,228,3,NA,23,-3584.772,7215.545,7294.42,7221.526,7220.95676470588,"b1_female_a_muscle_knowledge_grip_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",201.788,43.796,0,1.312,1.091,0.229,18.513,2.428,0,0.014,0.008,0.075,NA,NA,NA,2.951,0.35,0,586.59,90.424,0,NA,NA,NA,-0.792,6.391,0.901,0.07,0.051,0.166,NA,NA,NA,"2.951","0.35",0,-0.202,1.536,0.895,59.79,10.743,0,-2.706,1.668,0.105,13.025,2.38,0,0.373,0.169,0.027
"Mplus VERSION 7.11","0.1","03/02/2015"," 8:18 PM","ilse","b1","female","a","muscle","reasoning","grip","lpsspatialability",TRUE,228,3,NA,23,-3897.201,7840.401,7919.276,7846.382,7845.81276470588,"b1_female_a_muscle_reasoning_grip_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",184.593,43.551,0,0.958,1.183,0.418,33.134,4.655,0,0.028,0.029,0.338,NA,NA,NA,11.479,0.876,0,610.242,93.675,0,NA,NA,NA,-8.4,9.486,0.376,-0.031,0.102,0.761,NA,NA,NA,"11.479","0.876",0,4.654,3.492,0.183,57.456,9.871,0,-2.132,1.662,0.2,11.324,3.706,0.002,0.116,0.301,0.7
"Mplus VERSION 7.11","0.1","03/02/2015"," 4:55 PM","ilse","b1","female","a","muscle","reasoning","grip","waisblockdesign",TRUE,228,3,NA,23,-3997.523,8041.046,8119.921,8047.026,8046.45776470588,"b1_female_a_muscle_reasoning_grip_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",199.826,43.17,0,1.18,1.2,0.325,50.856,6.667,0,0.091,0.048,0.057,NA,NA,NA,14.744,1.663,0,584.359,92.467,0,NA,NA,NA,-13.481,13.116,0.304,0.103,0.132,0.433,NA,NA,NA,"14.744","1.663",0,2.597,3.655,0.477,59.626,10.179,0,-2.52,1.655,0.128,19.495,4.532,0,-0.159,0.376,0.672
"Mplus VERSION 7.11","0.1","03/02/2015"," 5:02 PM","ilse","b1","female","a","muscle","reasoning","grip","waispicturecompletion",TRUE,228,3,NA,23,-3661.158,7368.317,7447.192,7374.297,7373.72876470588,"b1_female_a_muscle_reasoning_grip_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",196.585,42.174,0,0.843,1.075,0.433,8.803,1.695,0,0.019,0.016,0.217,NA,NA,NA,6.446,0.638,0,604.553,94.297,0,NA,NA,NA,-0.294,6.091,0.962,0.002,0.084,0.983,NA,NA,NA,"6.446","0.638",0,-1.967,2.277,0.388,57.741,10.614,0,-2.38,1.799,0.186,9.176,2.137,0,0.412,0.224,0.066
"Mplus VERSION 7.11","0.1","03/02/2015"," 8:21 PM","ilse","b1","female","a","muscle","speed","grip","digitsymbolsubstitutiontest",TRUE,228,3,NA,23,-4068.521,8183.042,8261.917,8189.023,8188.45376470588,"b1_female_a_muscle_speed_grip_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",187.889,42.831,0,1.036,1.123,0.356,111.757,13.072,0,0.066,0.043,0.127,NA,NA,NA,14.22,1.102,0,588.908,92.74,0,NA,NA,NA,-32.4,17.15,0.059,0.008,0.112,0.944,NA,NA,NA,"14.22","1.102",0,-4.07,3.299,0.217,60.457,10.099,0,-2.721,1.679,0.105,39.827,6.438,0,-0.045,0.354,0.898
"Mplus VERSION 7.11","0.1","03/03/2015"," 3:21 PM","ilse","b1","female","aeh","muscle","fluency","grip","verbalfluencytest",TRUE,226,3,NA,37,-4086.017,8246.034,8372.594,8255.332,8260.99144680851,"b1_female_aeh_muscle_fluency_grip_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",414.84,68.582,0,4.79,1.273,0,45.059,6.609,0,0.031,0.075,0.674,174.177,20.783,0,25.955,2.499,0,174.177,20.783,0,NA,NA,NA,13.378,14.832,0.367,0.231,0.265,0.383,NA,NA,NA,"25.955","2.499",0,10.88,5.597,0.052,85.209,15.111,0,-6.908,2.251,0.002,24.202,4.885,0,-0.118,0.469,0.802
"Mplus VERSION 7.11","0.1","03/03/2015"," 3:18 PM","ilse","b1","female","aeh","muscle","knowledge","grip","waisgeneralknowledge",TRUE,226,3,NA,37,-3579.056,7232.111,7358.671,7241.409,7247.06844680851,"b1_female_aeh_muscle_knowledge_grip_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",419.302,70.349,0,5.056,1.345,0,15.424,1.922,0,0.015,0.008,0.083,169.789,21.903,0,2.891,0.341,0,169.789,21.903,0,NA,NA,NA,3.225,7.065,0.648,0.122,0.104,0.241,NA,NA,NA,"2.891","0.341",0,-1.644,1.711,0.337,84.625,15.361,0,-6.554,2.422,0.007,12.495,2.221,0,0.353,0.209,0.091
"Mplus VERSION 7.11","0.1","03/03/2015"," 3:24 PM","ilse","b1","female","aeh","muscle","reasoning","grip","lpsspatialability",TRUE,226,3,NA,37,-3898.29,7870.58,7997.14,7879.878,7885.53744680851,"b1_female_aeh_muscle_reasoning_grip_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",410.011,70.261,0,4.492,1.299,0.001,30.206,4.501,0,0.017,0.028,0.54,176.934,22.19,0,11.476,0.918,0,176.934,22.19,0,NA,NA,NA,2.503,11.018,0.82,0.09,0.162,0.58,NA,NA,NA,"11.476","0.918",0,-0.953,3.935,0.809,84.134,14.949,0,-6.199,2.301,0.007,11.027,4.02,0.006,0.105,0.302,0.729
"Mplus VERSION 7.11","0.1","03/03/2015"," 2:25 PM","ilse","b1","female","aeh","muscle","reasoning","grip","waisblockdesign",TRUE,226,3,NA,37,-3994.894,8063.789,8190.349,8073.087,8078.74644680851,"b1_female_aeh_muscle_reasoning_grip_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",408.443,70.383,0,4.458,1.317,0.001,44.533,6.34,0,0.079,0.045,0.081,177.189,22.318,0,14.596,1.773,0,177.189,22.318,0,NA,NA,NA,-21.793,14.851,0.142,-0.03,0.21,0.887,NA,NA,NA,"14.596","1.773",0,7.611,4.163,0.067,84.379,16.024,0,-6.194,2.504,0.013,17.02,5.289,0.001,0.017,0.433,0.968
"Mplus VERSION 7.11","0.1","03/03/2015"," 1:59 PM","ilse","b1","female","aeh","muscle","reasoning","grip","waispicturecompletion",TRUE,226,3,NA,37,-3664.663,7403.326,7529.886,7412.624,7418.28344680851,"b1_female_aeh_muscle_reasoning_grip_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",412.228,70.088,0,4.67,1.292,0,7.863,1.615,0,0.016,0.016,0.328,175.646,22.405,0,6.414,0.677,0,175.646,22.405,0,NA,NA,NA,3.283,7.006,0.639,0.086,0.119,0.469,NA,NA,NA,"6.414","0.677",0,0.243,2.742,0.929,84.201,15.22,0,-6.265,2.46,0.011,9.033,2.195,0,0.425,0.252,0.091
"Mplus VERSION 7.11","0.1","03/03/2015"," 1:52 PM","ilse","b1","female","aeh","muscle","speed","grip","digitsymbolsubstitutiontest",TRUE,226,3,NA,37,-4060.036,8194.073,8320.633,8203.371,8209.03044680851,"b1_female_aeh_muscle_speed_grip_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",413.692,69.339,0,4.82,1.304,0,95.938,11.849,0,0.065,0.045,0.15,175.02,22.506,0,14.062,1.062,0,175.02,22.506,0,NA,NA,NA,-44.695,20.093,0.026,0.114,0.166,0.49,NA,NA,NA,"14.062","1.062",0,-0.979,3.601,0.786,84.761,14.611,0,-6.399,2.45,0.009,36.701,6.081,0,0.049,0.442,0.912
"Mplus VERSION 7.11","0.1","03/03/2015"," 3:03 PM","ilse","b1","female","aehplus","muscle","fluency","grip","verbalfluencytest",TRUE,225,3,NA,49,-4057.412,8212.824,8380.213,8224.922,8240.824,"b1_female_aehplus_muscle_fluency_grip_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",408.715,70.63,0,4.866,1.379,0,43.337,7.059,0,0.031,0.079,0.692,171.095,21.577,0,25.719,2.529,0,171.095,21.577,0,NA,NA,NA,12.378,15.092,0.412,0.244,0.273,0.371,NA,NA,NA,"25.719","2.529",0,9.978,5.651,0.077,87.463,15.023,0,-7.134,2.381,0.003,23.127,5.274,0,-0.098,0.501,0.844
"Mplus VERSION 7.11","0.1","03/03/2015"," 3:13 PM","ilse","b1","female","aehplus","muscle","knowledge","grip","waisgeneralknowledge",TRUE,225,3,NA,49,-3557.459,7212.918,7380.307,7225.016,7240.918,"b1_female_aehplus_muscle_knowledge_grip_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",412.951,71.643,0,5.111,1.411,0,15.38,1.982,0,0.014,0.009,0.128,166.841,22.354,0,2.906,0.354,0,166.841,22.354,0,NA,NA,NA,3.608,7.232,0.618,0.121,0.108,0.263,NA,NA,NA,"2.906","0.354",0,-1.703,1.751,0.331,86.839,15.461,0,-6.779,2.568,0.008,12.742,2.369,0,0.313,0.209,0.134
"Mplus VERSION 7.11","0.1","05/26/2015","10:39 AM","ilse","b1","female","aehplus","muscle","reasoning","grip","lpsspatialability",TRUE,225,3,NA,49,-3871.216,7840.433,8007.821,7852.53,7868.433,"b1_female_aehplus_muscle_reasoning_grip_lpsspatialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",403.82,72.108,0,4.56,1.38,0.001,29.958,4.636,0,0.012,0.031,0.687,173.738,23.066,0,11.362,0.947,0,173.738,23.066,0,NA,NA,NA,1.692,11.22,0.88,0.08,0.164,0.626,NA,NA,NA,"11.362","0.947",0,-0.49,3.889,0.9,86.37,15.182,0,-6.436,2.396,0.007,11.665,4.111,0.005,0.142,0.319,0.656
"Mplus VERSION 7.11","0.1","03/03/2015"," 2:46 PM","ilse","b1","female","aehplus","muscle","reasoning","grip","waisblockdesign",TRUE,225,3,NA,49,-3965.902,8029.805,8197.194,8041.903,8057.805,"b1_female_aehplus_muscle_reasoning_grip_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",401.703,74.487,0,4.501,1.416,0.001,43.094,6.584,0,0.076,0.046,0.096,174.102,23.252,0,14.405,1.79,0,174.102,23.252,0,NA,NA,NA,-25.934,15.157,0.087,-0.026,0.215,0.902,NA,NA,NA,"14.405","1.79",0,7.004,4.337,0.106,86.9,16.411,0,-6.533,2.597,0.012,17.601,5.415,0.001,0.091,0.481,0.85
"Mplus VERSION 7.11","0.1","03/03/2015"," 2:57 PM","ilse","b1","female","aehplus","muscle","reasoning","grip","waispicturecompletion",TRUE,225,3,NA,49,-3641.888,7381.776,7549.165,7393.874,7409.776,"b1_female_aehplus_muscle_reasoning_grip_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",406.135,72.14,0,4.731,1.373,0.001,7.569,1.594,0,0.015,0.017,0.365,172.37,22.868,0,6.429,0.707,0,172.37,22.868,0,NA,NA,NA,1.934,7.019,0.783,0.08,0.126,0.527,NA,NA,NA,"6.429","0.707",0,0.342,2.818,0.903,86.466,15.578,0,-6.512,2.678,0.015,9.366,2.29,0,0.375,0.29,0.196
"Mplus VERSION 7.11","0.1","03/03/2015"," 3:11 PM","ilse","b1","female","aehplus","muscle","speed","grip","digitsymbolsubstitutiontest",TRUE,225,3,NA,49,-4034.679,8167.358,8334.747,8179.456,8195.358,"b1_female_aehplus_muscle_speed_grip_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",406.526,72.029,0,4.857,1.365,0,94.08,11.896,0,0.065,0.049,0.182,172.238,23.065,0,14.12,1.139,0,172.238,23.065,0,NA,NA,NA,-45.081,21.239,0.034,0.122,0.174,0.484,NA,NA,NA,"14.12","1.139",0,-0.871,3.824,0.82,87.056,14.743,0,-6.626,2.653,0.013,36.789,6.608,0,0.089,0.445,0.841
"Mplus VERSION 7.11","0.1","03/03/2015"," 9:36 AM","ilse","b1","male","a","muscle","fluency","grip","verbalfluencytest",TRUE,253,3,NA,23,-4492.943,9031.886,9113.154,9040.24,9036.70696069869,"b1_male_a_muscle_fluency_grip_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",287.023,53.531,0,0.876,1.476,0.553,55.805,8.554,0,0.03,0.071,0.67,NA,NA,NA,23.111,2.384,0,388.124,55.952,0,NA,NA,NA,25.989,12.874,0.044,-0.029,0.114,0.801,NA,NA,NA,"23.111","2.384",0,12.06,4.214,0.004,85.95,10.911,0,-1.586,1.164,0.173,24.797,4.621,0,-0.076,0.419,0.857
