"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:39 PM","ilse","b1","female","aehplus","tug","reasoning","tug","waisblockdesign",TRUE,225,3,NA,49,-2613.273,5324.546,5491.935,5336.644,5352.546,"b1_female_aehplus_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",1.596,0.696,0.022,0.003,0.011,0.797,43.197,6.491,0,0.076,0.05,0.127,1.607,0.308,0,14.386,1.789,0,1.607,0.308,0,NA,NA,NA,-0.745,1.569,0.635,0.003,0.015,0.837,NA,NA,NA,"14.386","1.789",0,0.326,0.439,0.458,5.022,1.793,0.005,0.127,0.235,0.59,17.574,5.287,0.001,0.093,0.524,0.859
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:34 PM","ilse","b1","female","aehplus","tug","reasoning","tug","waispicturecompletion",TRUE,225,3,NA,49,-2283.871,4665.742,4833.13,4677.839,4693.742,"b1_female_aehplus_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",1.585,0.694,0.022,0.003,0.01,0.793,7.626,1.688,0,0.015,0.018,0.388,1.599,0.297,0,6.435,0.713,0,1.599,0.297,0,NA,NA,NA,0.069,0.9,0.939,0.004,0.01,0.726,NA,NA,NA,"6.435","0.713",0,-0.028,0.332,0.933,5.039,1.703,0.003,0.125,0.209,0.549,9.339,2.322,0,0.394,0.299,0.187
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:34 PM","ilse","b1","female","aehplus","tug","speed","tug","digitsymbolsubstitution",TRUE,225,3,NA,49,-2679.539,5457.078,5624.467,5469.176,5485.078,"b1_female_aehplus_tug_speed_tug_digitsymbolsubstitution.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",1.507,0.709,0.034,0.003,0.011,0.808,94.155,12.246,0,0.057,0.049,0.24,1.627,0.297,0,14.252,1.141,0,1.627,0.297,0,NA,NA,NA,-2.095,2.123,0.324,0.002,0.018,0.925,NA,NA,NA,"14.252","1.141",0,0.168,0.56,0.764,5.128,1.818,0.005,0.103,0.249,0.679,36.737,6.893,0,0.116,0.479,0.808
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:37 PM","ilse","b1","female","age","tug","fluency","tug","verbalfluencytest",TRUE,228,3,NA,23,-2764.977,5575.955,5654.83,5581.935,5581.36676470588,"b1_female_age_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",1.775,0.422,0,0.012,0.011,0.278,50.886,6.935,0,0.035,0.072,0.628,NA,NA,NA,26.125,2.446,0,0.165,0.415,0.691,NA,NA,NA,-1.131,1.323,0.392,0.007,0.016,0.646,NA,NA,NA,"26.125","2.446",0,-0.936,0.7,0.181,4.725,1.197,0,0.27,0.134,0.044,25.589,5.146,0,-0.095,0.447,0.831
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:37 PM","ilse","b1","female","age","tug","knowledge","tug","waisgeneralknowledge",TRUE,228,3,NA,23,-2258.549,4563.097,4641.972,4569.078,4568.50876470588,"b1_female_age_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",1.785,0.466,0,0.011,0.011,0.299,18.558,2.478,0,0.016,0.008,0.061,NA,NA,NA,2.923,0.347,0,0.132,0.432,0.76,NA,NA,NA,-0.779,0.758,0.305,-0.005,0.005,0.319,NA,NA,NA,"2.923","0.347",0,0.101,0.221,0.647,4.898,1.039,0,0.253,0.114,0.027,12.99,2.407,0,0.389,0.166,0.019
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:37 PM","ilse","b1","female","age","tug","reasoning","tug","lpsspacialability",TRUE,228,3,NA,23,-2573.19,5192.379,5271.254,5198.36,5197.79076470588,"b1_female_age_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",1.778,0.424,0,0.013,0.012,0.269,33.126,4.62,0,0.028,0.029,0.337,NA,NA,NA,11.487,0.874,0,0.125,0.416,0.764,NA,NA,NA,-1.086,1.031,0.292,-0.006,0.011,0.6,NA,NA,NA,"11.487","0.874",0,-0.215,0.482,0.656,4.8,1.116,0,0.269,0.119,0.023,11.373,3.764,0.003,0.087,0.315,0.782
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:37 PM","ilse","b1","female","age","tug","reasoning","tug","waisblockdesign",TRUE,228,3,NA,23,-2674.184,5394.368,5473.243,5400.348,5399.77976470588,"b1_female_age_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",1.811,0.453,0,0.013,0.012,0.291,50.945,6.502,0,0.09,0.045,0.045,NA,NA,NA,14.752,1.715,0,0.119,0.45,0.791,NA,NA,NA,-1.557,1.105,0.159,-0.012,0.013,0.394,NA,NA,NA,"14.752","1.715",0,0.444,0.444,0.317,4.768,1.051,0,0.265,0.118,0.025,19.476,4.704,0,-0.157,0.391,0.689
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:37 PM","ilse","b1","female","age","tug","reasoning","tug","waispicturecompletion",TRUE,228,3,NA,23,-2335.481,4716.962,4795.837,4722.943,4722.37376470588,"b1_female_age_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",1.869,0.461,0,0.011,0.011,0.32,8.845,1.738,0,0.02,0.017,0.227,NA,NA,NA,6.439,0.629,0,0.089,0.469,0.85,NA,NA,NA,-0.627,0.641,0.328,-0.006,0.007,0.389,NA,NA,NA,"6.439","0.629",0,0.009,0.316,0.978,4.767,1.015,0,0.277,0.119,0.02,9.099,2.147,0,0.457,0.236,0.053
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:36 PM","ilse","b1","female","age","tug","speed","tug","digitsymbolsubstitutiontest",TRUE,228,3,NA,23,-2740.69,5527.38,5606.255,5533.361,5532.79176470588,"b1_female_age_tug_speed_tug_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",1.764,0.421,0,0.013,0.011,0.246,111.916,13.23,0,0.067,0.045,0.13,NA,NA,NA,14.229,1.106,0,0.154,0.412,0.708,NA,NA,NA,-2.522,1.678,0.133,-0.001,0.015,0.931,NA,NA,NA,"14.229","1.106",0,-0.106,0.593,0.858,4.877,1.039,0,0.241,0.115,0.037,39.737,6.726,0,0.004,0.376,0.991
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:16 PM","ilse","b1","male","aeh","tug","fluency","tug","verbalfluencytest",TRUE,253,3,NA,37,-3291.034,6656.067,6786.802,6669.506,6669.14606976744,"b1_male_aeh_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.215,3.688,0.954,0.001,0.048,0.977,46.397,7.568,0,0.017,0.075,0.818,9.441,2.315,0,22.982,2.404,0,9.441,2.315,0,NA,NA,NA,-2.066,5.223,0.692,0.001,0.074,0.994,NA,NA,NA,"22.982","2.404",0,0.007,2.484,0.998,5.622,4.542,0.216,0.114,0.793,0.886,22.902,5.073,0,-0.386,0.48,0.421
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:16 PM","ilse","b1","male","aeh","tug","knowledge","tug","waisgeneralknowledge",TRUE,253,3,NA,37,-2710.986,5495.972,5626.707,5509.411,5509.05106976744,"b1_male_aeh_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.287,3.499,0.935,0.001,0.052,0.978,11.171,1.382,0,0.005,0.008,0.533,9.344,2.296,0,2.925,0.231,0,9.344,2.296,0,NA,NA,NA,-0.722,2.042,0.724,0,0.023,0.986,NA,NA,NA,"2.925","0.231",0,-0.334,0.874,0.702,5.69,4.292,0.185,0.1,0.96,0.917,12.908,1.969,0,0.006,0.192,0.974
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:40 PM","ilse","b1","male","aeh","tug","reasoning","tug","lpsspacialability",TRUE,253,3,NA,37,-3058.304,6190.609,6321.344,6204.048,6203.68806976744,"b1_male_aeh_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.239,3.545,0.946,0.002,0.047,0.961,28.006,3.693,0,0.098,0.021,0,9.434,2.173,0,7.998,0.641,0,9.434,2.173,0,NA,NA,NA,-1.248,3.599,0.729,0,0.057,0.996,NA,NA,NA,"7.998","0.641",0,0.369,1.804,0.838,5.529,4.625,0.232,0.12,0.87,0.89,20.478,3.242,0,-0.679,0.366,0.064
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:17 PM","ilse","b1","male","aeh","tug","reasoning","tug","waisblockdesign",TRUE,253,3,NA,37,-3247.575,6569.149,6699.885,6582.588,6582.22806976744,"b1_male_aeh_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.302,3.437,0.93,0.002,0.048,0.973,43.285,6.17,0,0.045,0.049,0.36,9.316,2.029,0,18.167,1.742,0,9.316,2.029,0,NA,NA,NA,-0.929,4.84,0.848,-0.001,0.065,0.987,NA,NA,NA,"18.167","1.742",0,-0.697,2.358,0.768,5.524,4.444,0.214,0.126,0.826,0.879,20.251,3.923,0,-0.856,0.427,0.045
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:17 PM","ilse","b1","male","aeh","tug","reasoning","tug","waispicturecompletion",TRUE,253,3,NA,37,-2739.183,5552.366,5683.101,5565.805,5565.44506976744,"b1_male_aeh_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.233,3.521,0.947,0.002,0.048,0.969,7.664,1.097,0,0.025,0.011,0.027,9.345,2.097,0,3.819,0.383,0,9.345,2.097,0,NA,NA,NA,-0.293,2,0.883,-0.003,0.034,0.928,NA,NA,NA,"3.819","0.383",0,0.186,1.24,0.881,5.616,4.524,0.214,0.111,0.792,0.889,10.999,1.816,0,0.006,0.26,0.981
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:17 PM","ilse","b1","male","aeh","tug","speed","tug","digitsymbolsubstitutiontest",TRUE,253,3,NA,37,-3322.776,6719.551,6850.287,6732.99,6732.63006976744,"b1_male_aeh_tug_speed_tug_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.234,3.627,0.949,0.003,0.049,0.957,93.166,10.716,0,0.169,0.056,0.003,9.323,2.53,0,15.274,1.326,0,9.323,2.53,0,NA,NA,NA,-2.362,5.992,0.693,-0.014,0.073,0.845,NA,NA,NA,"15.274","1.326",0,0.491,2.026,0.808,5.536,4.378,0.206,0.138,0.868,0.874,37.71,5.556,0,-0.363,0.47,0.44
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:13 PM","ilse","b1","male","aehplus","tug","fluency","tug","verbalfluencytest",TRUE,252,3,NA,53,-3274.831,6655.663,6842.722,6674.704,6684.57209090909,"b1_male_aehplus_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.188,3.584,0.958,0.001,0.051,0.981,46.395,7.828,0,0.016,0.075,0.834,9.337,2.39,0,22.915,2.488,0,9.337,2.39,0,NA,NA,NA,-1.956,5.509,0.723,0,0.087,1,NA,NA,NA,"22.915","2.488",0,-0.059,2.681,0.982,5.595,5.128,0.275,0.17,0.915,0.853,22.324,5.642,0,-0.326,0.528,0.537
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:13 PM","ilse","b1","male","aehplus","tug","knowledge","tug","waisgeneralknowledge",TRUE,252,3,NA,53,-2693.628,5493.256,5680.315,5512.298,5522.16509090909,"b1_male_aehplus_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.23,3.6,0.949,0.001,0.056,0.98,11.111,1.433,0,0.003,0.008,0.722,9.306,2.565,0,2.913,0.239,0,9.306,2.565,0,NA,NA,NA,-0.824,2.252,0.714,0,0.024,0.999,NA,NA,NA,"2.913","0.239",0,-0.301,0.934,0.747,5.678,4.898,0.246,0.148,0.959,0.878,12.592,2.017,0,0.009,0.192,0.964
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:40 PM","ilse","b1","male","aehplus","tug","reasoning","tug","lpsspacialability",TRUE,252,3,NA,53,-3041.553,6189.105,6376.165,6208.147,6218.01409090909,"b1_male_aehplus_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.192,3.574,0.957,0.002,0.05,0.969,27.539,3.775,0,0.095,0.023,0,9.356,2.343,0,8,0.67,0,9.356,2.343,0,NA,NA,NA,-1.042,3.644,0.775,0.001,0.058,0.987,NA,NA,NA,"8","0.67",0,0.355,1.855,0.848,5.49,5.235,0.294,0.171,0.891,0.848,20.918,3.486,0,-0.737,0.384,0.055
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:14 PM","ilse","b1","male","aehplus","tug","reasoning","tug","waisblockdesign",TRUE,252,3,NA,53,-3222.673,6551.346,6738.406,6570.388,6580.25509090909,"b1_male_aehplus_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.241,3.447,0.944,0.001,0.052,0.979,40.523,6.104,0,0.041,0.052,0.437,9.278,2.104,0,17.948,1.795,0,9.278,2.104,0,NA,NA,NA,-0.547,5.428,0.92,0,0.073,1,NA,NA,NA,"17.948","1.795",0,-0.615,2.468,0.803,5.519,4.927,0.263,0.17,0.959,0.859,21.993,4.227,0,-0.858,0.466,0.065
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:13 PM","ilse","b1","male","aehplus","tug","reasoning","tug","waispicturecompletion",TRUE,252,3,NA,53,-2721.1,5548.2,5735.26,5567.242,5577.10909090909,"b1_male_aehplus_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.213,3.458,0.951,0.002,0.053,0.973,7.621,1.2,0,0.022,0.011,0.057,9.243,2.174,0,3.809,0.392,0,9.243,2.174,0,NA,NA,NA,-0.22,2.244,0.922,-0.003,0.039,0.941,NA,NA,NA,"3.809","0.392",0,0.191,1.319,0.885,5.593,5.049,0.268,0.16,0.886,0.857,10.948,2.109,0,0.072,0.269,0.789
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:14 PM","ilse","b1","male","aehplus","tug","speed","tug","digitsymbolsubstitution",TRUE,252,3,NA,53,-3307.507,6721.013,6908.073,6740.055,6749.92209090909,"b1_male_aehplus_tug_speed_tug_digitsymbolsubstitution.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.209,3.643,0.954,0.002,0.053,0.967,92.72,11.634,0,0.164,0.057,0.004,9.243,2.736,0.001,15.35,1.36,0,9.243,2.736,0.001,NA,NA,NA,-2.067,6.563,0.753,-0.012,0.081,0.887,NA,NA,NA,"15.35","1.36",0,0.512,2.113,0.808,5.548,4.963,0.264,0.179,0.973,0.854,38.398,6.16,0,-0.331,0.516,0.521
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:10 PM","ilse","b1","male","age","tug","fluency","tug","verbalfluencytest",TRUE,253,3,NA,23,-3246.679,6539.357,6620.625,6547.711,6544.17796069869,"b1_male_age_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",0.397,2.424,0.87,0.004,0.085,0.964,55.583,8.46,0,0.023,0.07,0.747,NA,NA,NA,23.278,2.433,0,1.391,2.428,0.567,NA,NA,NA,-1.689,1.469,0.25,-0.002,0.038,0.961,NA,NA,NA,"23.278","2.433",0,-0.035,1.387,0.98,6.527,1.12,0,0.076,0.345,0.825,24.737,4.636,0,-0.068,0.415,0.871
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:09 PM","ilse","b1","male","age","tug","knowledge","tug","waisgeneralknowledge",TRUE,253,3,NA,23,-2672.954,5391.907,5473.175,5400.261,5396.72796069869,"b1_male_age_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",0.585,2.177,0.788,0.004,0.082,0.965,14.509,2.04,0,0.007,0.008,0.37,NA,NA,NA,2.873,0.226,0,1.205,2.125,0.571,NA,NA,NA,-0.96,0.654,0.142,0,0.012,0.987,NA,NA,NA,"2.873","0.226",0,-0.097,0.447,0.828,6.411,1.089,0,0.083,0.342,0.808,14.994,2.143,0,0.036,0.179,0.839
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:09 PM","ilse","b1","male","age","tug","reasoning","tug","lpsspacialability",TRUE,253,3,NA,23,-3003.668,6053.336,6134.604,6061.69,6058.15696069869,"b1_male_age_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",0.508,2.316,0.826,0.005,0.083,0.948,31.257,4.195,0,0.102,0.02,0,NA,NA,NA,7.984,0.623,0,1.239,2.281,0.587,NA,NA,NA,-1.249,0.927,0.178,0.006,0.027,0.815,NA,NA,NA,"7.984","0.623",0,-0.546,0.828,0.51,6.455,1.106,0,0.084,0.342,0.806,21.79,3.021,0,-0.673,0.313,0.032
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:09 PM","ilse","b1","male","age","tug","reasoning","tug","waisblockdesign",TRUE,253,3,NA,23,-3197.661,6441.323,6522.591,6449.677,6446.14396069869,"b1_male_age_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",0.641,2.445,0.793,0.004,0.083,0.963,52.332,7.304,0,0.053,0.046,0.25,NA,NA,NA,18.169,1.735,0,1.123,2.376,0.636,NA,NA,NA,-1.251,1.427,0.38,0.004,0.029,0.881,NA,NA,NA,"18.169","1.735",0,-0.887,1.017,0.383,6.243,1.171,0,0.1,0.322,0.756,22.282,3.856,0,-0.745,0.388,0.055
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:08 PM","ilse","b1","male","age","tug","reasoning","tug","waispicturecompletion",TRUE,253,3,NA,23,-2682.566,5411.132,5492.4,5419.485,5415.95296069869,"b1_male_age_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",0.449,2.307,0.846,0.004,0.079,0.957,8.619,1.196,0,0.025,0.011,0.02,NA,NA,NA,3.82,0.331,0,1.306,2.268,0.565,NA,NA,NA,-0.615,0.59,0.297,-0.006,0.015,0.703,NA,NA,NA,"3.82","0.331",0,0.217,0.518,0.674,6.622,1.147,0,0.06,0.338,0.859,11.877,1.799,0,-0.017,0.216,0.937
"Mplus VERSION 7.11","0.1","06/30/2015"," 3:08 PM","ilse","b1","male","age","tug","speed","tug","digitsymbolsubstitutiontest",TRUE,253,3,NA,23,-3272.52,6591.04,6672.308,6599.394,6595.86096069869,"b1_male_age_tug_speed_tug_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 02.03.dat",0.529,2.285,0.817,0.006,0.086,0.942,109.783,12.145,0,0.181,0.053,0.001,NA,NA,NA,15.407,1.348,0,1.228,2.248,0.585,NA,NA,NA,-3.765,2.06,0.068,-0.017,0.036,0.633,NA,NA,NA,"15.407","1.348",0,0.165,1.127,0.883,6.488,1.084,0,0.089,0.345,0.796,38.432,5.517,0,-0.018,0.446,0.969
"Mplus VERSION 7.11","0.1","06/30/2015","11:01 AM","ilse","u0","female","empty","tug","nocog","tug","nocogspec",TRUE,229,3,NA,3,-888.471,1782.942,1793.243,1783.735,1783.04866666667,"u0_female_empty_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.873,0.289,0,NA,NA,NA,2.873,0.289,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:01 AM","ilse","u0","male","empty","tug","nocog","tug","nocogspec",TRUE,245,3,NA,3,-1224.493,2454.986,2465.49,2455.98,2455.08558506224,"u0_male_empty_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.242,5.843,0.08,NA,NA,NA,10.242,5.843,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:00 AM","ilse","u1","female","aeh","tug","nocog","tug","nocogspec",TRUE,215,3,NA,16,-770.272,1572.544,1626.475,1575.774,1575.29147474747,"u1_female_aeh_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",1.606,0.594,0.007,0.003,0.009,0.769,NA,NA,NA,NA,NA,NA,1.642,0.247,0,NA,NA,NA,1.642,0.247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.964,1.521,0.001,0.17,0.167,0.307,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:00 AM","ilse","u1","female","aehplus","tug","nocog","tug","nocogspec",TRUE,214,3,NA,22,-760.573,1565.146,1639.197,1569.485,1570.44442931937,"u1_female_aehplus_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",1.546,0.6,0.01,0.002,0.009,0.792,NA,NA,NA,NA,NA,NA,1.62,0.258,0,NA,NA,NA,1.62,0.258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.033,1.506,0.001,0.122,0.183,0.504,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:00 AM","ilse","u1","female","age","tug","nocog","tug","nocogspec",TRUE,217,3,NA,8,-788.442,1592.884,1619.923,1594.572,1593.57630769231,"u1_female_age_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",1.329,0.547,0.015,0.001,0.008,0.869,NA,NA,NA,NA,NA,NA,1.806,0.243,0,NA,NA,NA,1.806,0.243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.656,1.224,0,0.269,0.133,0.043,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:00 AM","ilse","u1","male","aeh","tug","nocog","tug","nocogspec",TRUE,238,3,NA,16,-1173.324,2378.648,2434.204,2383.489,2381.10953846154,"u1_male_aeh_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.153,3.403,0.964,0.001,0.046,0.975,NA,NA,NA,NA,NA,NA,9.482,1.99,0,NA,NA,NA,9.482,1.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,4.092,0.177,0.121,0.73,0.869,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:00 AM","ilse","u1","male","aehplus","tug","nocog","tug","nocogspec",TRUE,237,3,NA,24,-1165.276,2378.552,2461.785,2385.714,2384.21237735849,"u1_male_aehplus_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.132,3.35,0.969,0.001,0.048,0.977,NA,NA,NA,NA,NA,NA,9.387,2.033,0,NA,NA,NA,9.387,2.033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.515,4.516,0.222,0.171,0.813,0.833,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","06/30/2015","11:00 AM","ilse","u1","male","age","tug","nocog","tug","nocogspec",TRUE,238,3,NA,8,-1175.223,2366.446,2394.224,2368.867,2367.0748209607,"u1_male_age_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",0.166,3.46,0.962,0.002,0.046,0.974,NA,NA,NA,NA,NA,NA,9.546,1.931,0,NA,NA,NA,9.546,1.931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.629,3.789,0.137,0.147,0.618,0.812,NA,NA,NA,NA,NA,NA
